number,value,datetime_start,datetime_complete,duration,params_activation,params_add_log_features,params_batch_norm,params_batch_size,params_dropout,params_encoding,params_feature_engineering,params_layers,params_learning_rate,params_loss,params_min_frequency,params_momentum,params_optimizer,params_scaler,params_scheduler,params_target_transform,params_weight_decay,params_width_0,params_width_1,params_width_2,params_width_3,params_winsorize,user_attrs_candidate,user_attrs_median_best_epoch,user_attrs_std_rmse,state
84,27014.148629194515,2026-08-17 17:26:30.760912,2026-08-17 17:26:32.930926,0 days 00:00:02.170014,tanh,False,False,64,0.24611318652420017,ordinal,True,2,0.007498144650561839,mse,5.0,0.5310308478402911,adamw,standard,plateau,log1p,1.9532253081951168e-07,128,128.0,,,False,"{'name': 'T084', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 128], 'activation': 'tanh', 'dropout': 0.24611318652420017, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.007498144650561839, 'weight_decay': 1.9532253081951168e-07, 'momentum': 0.5310308478402911, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",11.0,6654.293949868559,COMPLETE
85,28343.186610364366,2026-08-17 17:26:32.942389,2026-08-17 17:26:35.992896,0 days 00:00:03.050507,tanh,False,False,64,0.44308156582617547,ordinal,True,2,0.012894502945401828,mse,5.0,0.585477580606499,adamw,standard,plateau,log1p,6.28229693283632e-07,128,128.0,,,False,"{'name': 'T085', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [128, 128], 'activation': 'tanh', 'dropout': 0.44308156582617547, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.012894502945401828, 'weight_decay': 6.28229693283632e-07, 'momentum': 0.585477580606499, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",34.0,5119.43300614547,COMPLETE
86,30521.832159399248,2026-08-17 17:26:36.003050,2026-08-17 17:26:40.096685,0 days 00:00:04.093635,tanh,True,False,64,0.1565971964368876,ordinal,True,2,0.012686980180996548,mse,5.0,0.7050506586593188,sgd,standard,plateau,log1p,2.848749337983816e-07,256,512.0,,,False,"{'name': 'T086', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 512], 'activation': 'tanh', 'dropout': 0.1565971964368876, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.012686980180996548, 'weight_decay': 2.848749337983816e-07, 'momentum': 0.7050506586593188, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",30.0,8518.37019790216,COMPLETE
87,29937.19038318118,2026-08-17 17:26:40.105473,2026-08-17 17:26:43.085609,0 days 00:00:02.980136,leaky_relu,True,False,64,0.05477029314095036,onehot,True,4,0.0008486327703611563,mse,2.0,0.8180066477184946,rmsprop,standard,none,log1p,5.224799092480877e-06,256,128.0,32.0,64.0,True,"{'name': 'T087', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 128, 32, 64], 'activation': 'leaky_relu', 'dropout': 0.05477029314095036, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 0.0008486327703611563, 'weight_decay': 5.224799092480877e-06, 'momentum': 0.8180066477184946, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",15.0,14533.568894897244,COMPLETE
88,27610.30313673458,2026-08-17 17:26:43.098472,2026-08-17 17:26:47.852214,0 days 00:00:04.753742,tanh,True,False,128,0.060451229480869034,ordinal,True,4,0.0007052405747963674,mse,5.0,0.5334284856726659,adamw,standard,none,standard,1.550920189671138e-07,256,256.0,256.0,32.0,True,"{'name': 'T088', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'standard'}, 'model': {'hidden_layers': [256, 256, 256, 32], 'activation': 'tanh', 'dropout': 0.060451229480869034, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0007052405747963674, 'weight_decay': 1.550920189671138e-07, 'momentum': 0.5334284856726659, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",48.0,6488.03745973883,COMPLETE
89,29953.50235852887,2026-08-17 17:26:47.867798,2026-08-17 17:26:58.154936,0 days 00:00:10.287138,gelu,True,False,32,0.028185947002173417,ordinal,True,4,0.001260819367001996,mse,5.0,0.5948083701642055,adamw,standard,none,standard,2.927541749279137e-07,256,256.0,256.0,32.0,True,"{'name': 'T089', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'standard'}, 'model': {'hidden_layers': [256, 256, 256, 32], 'activation': 'gelu', 'dropout': 0.028185947002173417, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.001260819367001996, 'weight_decay': 2.927541749279137e-07, 'momentum': 0.5948083701642055, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",44.0,9013.933236180012,COMPLETE
90,26338.808277497563,2026-08-17 17:26:58.165275,2026-08-17 17:27:00.630904,0 days 00:00:02.465629,tanh,True,False,128,0.04292786703434004,ordinal,True,4,8.562345935137193e-05,mse,,0.6474390060133992,rmsprop,standard,none,log1p,2.1648661448435737e-07,64,256.0,256.0,32.0,True,"{'name': 'T090', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256, 256, 32], 'activation': 'tanh', 'dropout': 0.04292786703434004, 'batch_norm': False, 'optimizer': 'rmsprop', 'learning_rate': 8.562345935137193e-05, 'weight_decay': 2.1648661448435737e-07, 'momentum': 0.6474390060133992, 'batch_size': 128, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
91,27445.056760689404,2026-08-17 17:27:00.643776,2026-08-17 17:27:07.377344,0 days 00:00:06.733568,tanh,False,False,32,0.3383323019928381,ordinal,False,2,0.0008406975809046387,smooth_l1,,0.5293452580050435,adamw,standard,cosine,log1p,3.28257471873265e-07,64,256.0,,,False,"{'name': 'T091', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256], 'activation': 'tanh', 'dropout': 0.3383323019928381, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0008406975809046387, 'weight_decay': 3.28257471873265e-07, 'momentum': 0.5293452580050435, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",63.0,7585.606318254482,COMPLETE
92,50297.61174889116,2026-08-17 17:27:07.390351,2026-08-17 17:27:09.759588,0 days 00:00:02.369237,silu,False,False,32,0.3368073749066288,ordinal,False,1,0.004703431290549054,smooth_l1,5.0,0.5476478803195507,adamw,standard,cosine,log1p,2.1631210655394468e-05,64,,,,False,"{'name': 'T092', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64], 'activation': 'silu', 'dropout': 0.3368073749066288, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.004703431290549054, 'weight_decay': 2.1631210655394468e-05, 'momentum': 0.5476478803195507, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",9.0,50454.556951103004,COMPLETE
93,35656.239384219174,2026-08-17 17:27:09.773466,2026-08-17 17:27:12.656889,0 days 00:00:02.883423,tanh,False,False,32,0.27691473309779485,ordinal,False,2,0.0049684118403174,smooth_l1,,0.5849986977643489,adamw,robust,none,log1p,6.975377046094388e-07,64,256.0,,,False,"{'name': 'T093', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256], 'activation': 'tanh', 'dropout': 0.27691473309779485, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0049684118403174, 'weight_decay': 6.975377046094388e-07, 'momentum': 0.5849986977643489, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
94,28820.374546832914,2026-08-17 17:27:12.668448,2026-08-17 17:27:23.560477,0 days 00:00:10.892029,tanh,False,False,16,0.3340890181050723,ordinal,True,2,0.0017608025613030695,smooth_l1,2.0,0.6539563811922245,adamw,robust,cosine,log1p,8.168517073415869e-07,64,256.0,,,False,"{'name': 'T094', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256], 'activation': 'tanh', 'dropout': 0.3340890181050723, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0017608025613030695, 'weight_decay': 8.168517073415869e-07, 'momentum': 0.6539563811922245, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",,,PRUNED
95,27266.12280854717,2026-08-17 17:27:23.573204,2026-08-17 17:27:26.462940,0 days 00:00:02.889736,tanh,False,False,64,0.3135441078557485,ordinal,False,2,0.0017630984653475396,smooth_l1,2.0,0.506099785240184,adamw,standard,cosine,log1p,1.203131932303384e-06,64,256.0,,,True,"{'name': 'T095', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256], 'activation': 'tanh', 'dropout': 0.3135441078557485, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0017630984653475396, 'weight_decay': 1.203131932303384e-06, 'momentum': 0.506099785240184, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",36.0,7914.052972231093,COMPLETE
96,29034.251379712383,2026-08-17 17:27:26.476771,2026-08-17 17:27:33.702129,0 days 00:00:07.225358,tanh,False,False,32,0.3833476173986776,ordinal,False,3,0.0013854298728365032,smooth_l1,,0.6569415576677781,adamw,standard,cosine,log1p,8.698596343411314e-07,64,256.0,128.0,,False,"{'name': 'T096', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256, 128], 'activation': 'tanh', 'dropout': 0.3833476173986776, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0013854298728365032, 'weight_decay': 8.698596343411314e-07, 'momentum': 0.6569415576677781, 'batch_size': 32, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",57.0,5893.371129485993,COMPLETE
97,27506.07053397133,2026-08-17 17:27:33.717300,2026-08-17 17:27:38.693262,0 days 00:00:04.975962,tanh,False,False,64,0.27709971039741166,ordinal,True,3,0.002533779995236693,smooth_l1,2.0,0.5486878628947147,adamw,standard,cosine,log1p,1.705281325918437e-07,64,256.0,512.0,,True,"{'name': 'T097', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256, 512], 'activation': 'tanh', 'dropout': 0.27709971039741166, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.002533779995236693, 'weight_decay': 1.705281325918437e-07, 'momentum': 0.5486878628947147, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",33.0,6315.328902528008,COMPLETE
98,30695.44262500213,2026-08-17 17:27:38.703225,2026-08-17 17:27:41.942415,0 days 00:00:03.239190,leaky_relu,False,False,64,0.24809458847614532,onehot,False,2,0.0004900814191713887,smooth_l1,5.0,0.5189306144314174,adamw,standard,cosine,log1p,6.980843115227936e-07,64,256.0,,,True,"{'name': 'T098', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': False, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256], 'activation': 'leaky_relu', 'dropout': 0.24809458847614532, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.0004900814191713887, 'weight_decay': 6.980843115227936e-07, 'momentum': 0.5189306144314174, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",36.0,14157.785647824336,COMPLETE
99,28773.555127410014,2026-08-17 17:27:41.954907,2026-08-17 17:27:44.805006,0 days 00:00:02.850099,relu,False,False,64,0.2032288388741889,ordinal,False,1,0.00032417612683979314,smooth_l1,2.0,0.5232624180376719,adamw,standard,cosine,log1p,3.336007509180913e-06,64,,,,True,"{'name': 'T099', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': False, 'add_log_features': False, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64], 'activation': 'relu', 'dropout': 0.2032288388741889, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.00032417612683979314, 'weight_decay': 3.336007509180913e-06, 'momentum': 0.5232624180376719, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",54.0,10216.756679843851,COMPLETE
100,75393.13551895083,2026-08-17 17:27:44.818183,2026-08-17 17:27:46.872384,0 days 00:00:02.054201,leaky_relu,False,False,64,0.23910047367581627,ordinal,True,1,0.028653888789480938,smooth_l1,,0.6954130630170797,adamw,standard,cosine,log1p,9.018894341223904e-07,64,,,,False,"{'name': 'T100', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64], 'activation': 'leaky_relu', 'dropout': 0.23910047367581627, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.028653888789480938, 'weight_decay': 9.018894341223904e-07, 'momentum': 0.6954130630170797, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",22.0,91942.42473918277,COMPLETE
101,28228.244327517794,2026-08-17 17:27:46.890144,2026-08-17 17:27:55.275261,0 days 00:00:08.385117,tanh,False,False,16,0.15875102018118414,ordinal,True,3,0.001284265915297421,mse,5.0,0.5845215939698065,adamw,standard,plateau,log1p,3.668811498184561e-07,256,256.0,32.0,,False,"{'name': 'T101', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 32], 'activation': 'tanh', 'dropout': 0.15875102018118414, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.001284265915297421, 'weight_decay': 3.668811498184561e-07, 'momentum': 0.5845215939698065, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",11.0,5798.034580569545,COMPLETE
102,27793.51783386127,2026-08-17 17:27:55.284812,2026-08-17 17:27:58.864480,0 days 00:00:03.579668,tanh,False,False,64,0.20626583779944585,ordinal,True,3,0.005142866629633598,smooth_l1,2.0,0.6512196648543395,adamw,standard,cosine,log1p,5.760867581940417e-06,64,256.0,512.0,,True,"{'name': 'T102', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [64, 256, 512], 'activation': 'tanh', 'dropout': 0.20626583779944585, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.005142866629633598, 'weight_decay': 5.760867581940417e-06, 'momentum': 0.6512196648543395, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'smooth_l1', 'scheduler': 'cosine', 'gradient_clip': 5.0}}",14.0,6708.550755350595,COMPLETE
103,28397.922742375,2026-08-17 17:27:58.868021,2026-08-17 17:28:22.284487,0 days 00:00:23.416466,tanh,True,True,16,0.08976317092894583,ordinal,True,4,0.003691820780856627,mse,2.0,0.6750906711680679,rmsprop,standard,none,log1p,2.86691231060059e-06,256,256.0,512.0,256.0,False,"{'name': 'T103', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': False, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [256, 256, 512, 256], 'activation': 'tanh', 'dropout': 0.08976317092894583, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 0.003691820780856627, 'weight_decay': 2.86691231060059e-06, 'momentum': 0.6750906711680679, 'batch_size': 16, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",31.0,6390.866333586117,COMPLETE
104,25782.818687844487,2026-08-17 17:28:22.304377,2026-08-17 17:28:37.501349,0 days 00:00:15.196972,tanh,False,False,64,0.10163770339326073,onehot,True,3,0.010939862001025882,mse,5.0,0.594916090992214,adamw,standard,plateau,log1p,1.0611421506588956e-07,512,256.0,512.0,,False,"{'name': 'T104', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 256, 512], 'activation': 'tanh', 'dropout': 0.10163770339326073, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.010939862001025882, 'weight_decay': 1.0611421506588956e-07, 'momentum': 0.594916090992214, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",56.0,9090.79733281713,COMPLETE
105,30669.40300701016,2026-08-17 17:28:37.520058,2026-08-17 17:28:47.473513,0 days 00:00:09.953455,tanh,False,False,256,0.12227209965376779,onehot,True,2,0.004817202092033592,mse,5.0,0.6252958470867228,sgd,standard,plateau,log1p,1.8192724224947777e-07,512,64.0,,,False,"{'name': 'T105', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 64], 'activation': 'tanh', 'dropout': 0.12227209965376779, 'batch_norm': False, 'optimizer': 'sgd', 'learning_rate': 0.004817202092033592, 'weight_decay': 1.8192724224947777e-07, 'momentum': 0.6252958470867228, 'batch_size': 256, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",88.0,7617.761589067758,COMPLETE
106,44651.39629149893,2026-08-17 17:28:47.489376,2026-08-17 17:28:52.212285,0 days 00:00:04.722909,gelu,False,False,64,0.15650791430843766,onehot,True,3,0.006425044432394034,mse,5.0,0.5925282843196549,adamw,robust,plateau,log1p,1.206325580544519e-06,512,128.0,512.0,,True,"{'name': 'T106', 'preprocess': {'numeric_only': False, 'scaler': 'robust', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': True, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 512], 'activation': 'gelu', 'dropout': 0.15650791430843766, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.006425044432394034, 'weight_decay': 1.206325580544519e-06, 'momentum': 0.5925282843196549, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",,,PRUNED
107,29755.954548878584,2026-08-17 17:28:52.228245,2026-08-17 17:28:58.173457,0 days 00:00:05.945212,tanh,False,False,64,0.264057199235524,onehot,True,3,0.00044130783532480823,mse,5.0,0.5035019002623884,adamw,standard,plateau,log1p,2.674314991148634e-07,512,256.0,512.0,,False,"{'name': 'T107', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': 5, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 256, 512], 'activation': 'tanh', 'dropout': 0.264057199235524, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.00044130783532480823, 'weight_decay': 2.674314991148634e-07, 'momentum': 0.5035019002623884, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",22.0,8944.617517370336,COMPLETE
108,27973.21262691656,2026-08-17 17:28:58.190091,2026-08-17 17:29:07.165016,0 days 00:00:08.974925,tanh,True,True,64,0.04707502099679295,ordinal,True,4,7.333944430988452e-05,mse,2.0,0.7472751396590457,rmsprop,standard,none,log1p,2.2311511480138632e-05,32,128.0,512.0,128.0,True,"{'name': 'T108', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'ordinal', 'feature_engineering': True, 'add_log_features': True, 'winsorize': True, 'min_frequency': 2, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 128, 512, 128], 'activation': 'tanh', 'dropout': 0.04707502099679295, 'batch_norm': True, 'optimizer': 'rmsprop', 'learning_rate': 7.333944430988452e-05, 'weight_decay': 2.2311511480138632e-05, 'momentum': 0.7472751396590457, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'none', 'gradient_clip': 5.0}}",,,PRUNED
109,25350.572188313457,2026-08-17 17:29:07.179330,2026-08-17 17:29:13.541928,0 days 00:00:06.362598,tanh,False,False,64,0.07693697465502221,onehot,True,3,0.010497107988343921,mse,,0.6410128642491457,adamw,standard,plateau,log1p,1.8065532921157753e-07,512,128.0,128.0,,False,"{'name': 'T109', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128], 'activation': 'tanh', 'dropout': 0.07693697465502221, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.010497107988343921, 'weight_decay': 1.8065532921157753e-07, 'momentum': 0.6410128642491457, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",57.0,8685.456949677124,COMPLETE
110,27139.834417206614,2026-08-17 17:29:13.549054,2026-08-17 17:29:21.047015,0 days 00:00:07.497961,tanh,False,False,64,0.021472737893333586,onehot,True,4,0.025960600882087955,mse,,0.7129758101994271,adamw,standard,plateau,log1p,1.2414296559831396e-07,512,128.0,128.0,256.0,False,"{'name': 'T110', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [512, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.021472737893333586, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.025960600882087955, 'weight_decay': 1.2414296559831396e-07, 'momentum': 0.7129758101994271, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",63.0,7041.21145560621,COMPLETE
111,28393.107409186476,2026-08-17 17:29:21.056425,2026-08-17 17:29:25.281412,0 days 00:00:04.224987,tanh,False,False,64,0.01107338819351185,onehot,True,4,0.017272817331798418,mse,,0.6279106873268977,adamw,standard,plateau,log1p,3.2977564823802216e-07,32,128.0,128.0,256.0,False,"{'name': 'T111', 'preprocess': {'numeric_only': False, 'scaler': 'standard', 'encoding': 'onehot', 'feature_engineering': True, 'add_log_features': False, 'winsorize': False, 'min_frequency': None, 'target_transform': 'log1p'}, 'model': {'hidden_layers': [32, 128, 128, 256], 'activation': 'tanh', 'dropout': 0.01107338819351185, 'batch_norm': False, 'optimizer': 'adamw', 'learning_rate': 0.017272817331798418, 'weight_decay': 3.2977564823802216e-07, 'momentum': 0.6279106873268977, 'batch_size': 64, 'max_epochs': 200, 'patience': 22, 'min_delta': 1e-05, 'loss': 'mse', 'scheduler': 'plateau', 'gradient_clip': 5.0}}",32.0,9008.633438422297,COMPLETE
